Index: 18; Response Time:40.3726
Index: 88; Response Time:72.00965
Index: 141; Response Time:67.59265
Index: 127; Response Time:160.1844
Index: 30; Response Time:85.25876
Index: 144; Response Time:61.59413
Index: 139; Response Time:142.6163
Index: 64; Response Time:30.58084
Index: 98; Response Time:35.91391
