Index: 133; Response Time:44.67937
Index: 48; Response Time:34.24309
Index: 15; Response Time:38.24677
Index: 51; Response Time:42.22159
Index: 92; Response Time:71.71999
Index: 83; Response Time:100.4562
Index: 56; Response Time:127.621
Index: 54; Response Time:87.52522
Index: 109; Response Time:36.51181
