Index: 173; Response Time:133.1069
Index: 121; Response Time:411.6561
Index: 104; Response Time:73.69287
Index: 123; Response Time:129.4827
Index: 90; Response Time:214.1621
Index: 44; Response Time:163.4545
Index: 91; Response Time:42.27783
Index: 78; Response Time:109.15
Index: 163; Response Time:65.26152
Index: 82; Response Time:66.69241
Index: 196; Response Time:105.6364
