Index: 70; Response Time:35.17929
Index: 36; Response Time:105.5806
Index: 188; Response Time:91.66426
Index: 174; Response Time:122.6076
Index: 200; Response Time:155.7194
Index: 198; Response Time:35.44296
Index: 57; Response Time:235.3145
Index: 131; Response Time:35.6803
Index: 29; Response Time:32.95416
