Index: 105; Response Time:40.81915
Index: 116; Response Time:38.63757
Index: 36; Response Time:65.0936
Index: 86; Response Time:93.89934
Index: 150; Response Time:122.7607
Index: 101; Response Time:151.7587
Index: 67; Response Time:182.2998
Index: 3; Response Time:209.7154
Index: 188; Response Time:237.1878
Index: 42; Response Time:266.6465
